"Informazioni cronologiche","In che genere ti identifichi:","Età","Luogo di residenza","Titolo di studio","Occupazione","Ti ritieni un lettore","Qual è il genere che preferisci leggere (puoi selezionare più di una risposta)","Con quale supporto preferisci leggere (Seleziona tutti quelli che usi)","Se ti viene regalato un libri sei... (esempio a Natale, compleanno ecc.)","Preferisci compare libri","Il prezzo di un libro ti frena dal comprarlo?","Qual è il prezzo massimo che sei disposto a spendere per un libro","Quanti libri compri in media in un anno tra usati e nuovi (Scrivere il numero intero: esempio 25)","Oltre a comprare libri, quali altri mezzi utilizzi (puoi selezionare più di una risposta)","Quanti libri leggi in media in un anno (Scrivere il numero intero: Esempio: 25)","Preferisci compare libri","Mediamente, a settimana, quanto tempo passi a leggere","Hai un account attivo su quale di questi social? (cioè: Entri dentro l'app giornalmente o quasi) (puoi selezionare più di una risposta)","Usi uno di questi account per parlare di libri? (sei un bookinfluencer)","Usi uno di questi account solo per cercare consigli sui libri? (non sei un bookinfluencer)","Se hai risposto sì, ad almeno una delle due, specifica quali","Ti ritieni parte di una comunità librosa online? (BookTube, Bookstagram, BookTok)","Specifica quale (anche più di una)","Conosci #Booktok?","Quanto tempo passi giornalmente su tiktok","Quando hai conosciuto #booktok?  (scrivi solo l'anno --> yyyy)","Quanto sono cambiate le tue abitudini di lettura da quando sei entrato nel BookTok?","Hai mai partecipato a una live di lettura? ","Cosa ti piace di queste live?","Hai mai partecipato a un GDL (gruppo di lettura)","Cosa ti piace di questi GDL?","Durante la lettura di un libro ","Ascolti volentieri recensioni parlate di 1 minuto o più?","Cosa ti ha convinto a rimanere la prima volta che hai conosciuto BookTok? (Risposta facoltativa, ma sono molto curiosa)","Preferisci leggere","Qual è il tuo bookinfluencer preferito?","Da 1 a 5 con quanta frequenza ti capitano nei ""per te"" o nel ""feed"" video o post del BookTok, BookTube o Bookstagram","Da 1 a 5 quanto pensi che il BookTok, Bookstagram, BookTube abbia influito sul tuo approccio alla lettura?","Prima di comprare un libro quanto ti basi sui pareri del BookTok, Booktube e Bookstagram","Compri libri che hanno sulla copertina scritto ""fenomeno di BookTok"" o ""romanzo di wattpad""","Compri e leggi un libro anche se è stato definito ""brutto"" da un bookinfluencer che segui e stimi?","Come scegli i libri da comprare, puoi selezionare più di una risposta","Leggi libri perché in quel momento vanno di moda?","Dopo aver finito un libro che ti è piaciuto molto cosa fai? Puoi mettere più di una risposta","Dopo aver finito un libro che non ti è piaciuto molto cosa fai? Può selezionare più di una risposta","Considera gli ultimi dodici mesi. Ti è capitato di comprare dei libri suggeriti da BookTok, BookTube o Bookstagram?","",""
"2023/01/17 7:33:29 PM CET","F","26-35","Nord","Laurea e post laurea","Lavoratore","5","Fantasy e Avventura;Romanzo storico;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","5","Indifferente","Si","Se il libro mi interessa non importa il prezzo","20","Leggo in audiolibro;Li prendo in biblioteca o MLOL","75","Mi è indifferente","1 o 2 ore","Instagram;Tiktok","Si","No","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi","Si","L'aver trovato altre persone a cui piace parlare di libri","In completo silenzio","Leggoromance, Emainneverland, ZiaChiara","5","5","3","Dipende dal libro","Si","Consigli di Bookinfluencer;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Fai un video/post su qualche social","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social","Si","",""
"2023/01/17 7:33:44 PM CET","F","19-25","Centro","Laurea e post laurea","Studente","4","Classici;Fantasy e Avventura;Fantascienza;Giallo e Thriller;Saggi e divulgazione scientifica","Cartaceo","5","Indifferente","Si","21 - 26 Euro","35","Li prendo in biblioteca o MLOL;Li scarico da siti online;Leggo su wattpad (e simili)","28","Nelle librerie fisiche","1 o 2 ore","Instagram;Tiktok;Twitter;Facebook","No","No","","Si","Bookstagram","Si","tra l'1 o le 2 ore","2021","Non sono cambiate, leggo quanto prima","No","","No","","Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","No","","Il contesto è indifferente","","3","3","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Mi faccio consigliare dal libraio","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","No","",""
"2023/01/17 7:34:19 PM CET","F","19-25","Centro","Diploma","Disoccupato","3","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Ebook","5","Nuovi","Si","Se il libro mi interessa non importa il prezzo","20","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online;Leggo su wattpad (e simili)","20","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Bookstagram","Si","meno di un'ora","2022","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Faccio le orecchiette alle pagine;Utilizzo segnalibri","Si","Conoscere libri e generi che magari prima non prendevo in considerazione ","In completo silenzio","Leggoromance ","3","3","3","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 7:34:35 PM CET","F","14-18","Nord","Diploma","Studente","3","Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","4","Nuovi","Si","13 - 15 Euro","Non so","Leggo su wattpad (e simili)","","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok","Si","3 o 4 ore","","Leggevo anche prima ma adesso leggo molto di più","Si","","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Si","","Il contesto è indifferente","","3","4","3","Si","No","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 7:35:32 PM CET","F","19-25","Nord","Laurea e post laurea","Lavoratore","3","Fantasy e Avventura;Young Adult e New Adult","Cartaceo","5","Nuovi","No","21 - 26 Euro","10","Li prendo in biblioteca o MLOL","","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram","No","Si","Instagram","No","","No","","","","","","","","","","","Il contesto è indifferente","","3","4","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 7:35:32 PM CET","F","36-45","Centro","Laurea e post laurea","Lavoratore","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Nuovi","Si","13 - 15 Euro","30","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL","80","Su Amazon","Più di 10 ore","Instagram;Tiktok;Twitter;Facebook","Si","No","Instagram;Tiktok","Si","Bookstagram","Si","tra l'1 o le 2 ore","2022","Non sono cambiate, leggo quanto prima","No","","Sì","Mi fa sentire parte di un gruppo","Faccio le orecchiette alle pagine","No","","In completo silenzio","Giulia Ciarapica ","4","1","2","No","Si","Leggo trame di libri finché non trovo quello che fa per me","Aspetto che la moda sia passata","Fai un video/post su qualche social","Fai un video/post su qualche social","Si","",""
"2023/01/17 7:35:32 PM CET","F","14-18","Sud e Isole","Licenza di Scuola Media","Studente","3","Fantasy e Avventura;Giallo e Thriller;Romanzo storico;Young Adult e New Adult","Cartaceo","5","Indifferente","No","21 - 26 Euro","5","Leggo su wattpad (e simili)","10","Nelle librerie fisiche","dalle 3 alle 6 ore","Youtube;Instagram","No","No","","No","","No","","","","","","","","","","","In completo silenzio","","2","3","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Leggi o guardi video di recensione online;Sclero da sola","Ne discuti con i tuoi amici e li convinci a non leggerlo","No","",""
"2023/01/17 7:36:03 PM CET","F","26-35","Nord","Laurea e post laurea","Lavoratore","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","13 - 15 Euro","50","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited)","30","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok;Twitter;Facebook","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere","Sì","Mi fa sentire parte di un gruppo;Mi sembra di leggere più velocemente","Utilizzo dei post-it per segnare delle frasi","Si","La quantità di recensioni senza spoiler di libri a cui non avrei dato una lira ma che si sono rivelati molto belli","Il contesto è indifferente","Zac (a new world in my mind)","4","5","4","No","Si","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con amici conosciuti online;Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social","Si","",""
"2023/01/17 7:36:10 PM CET","F","19-25","Sud e Isole","Diploma","Disoccupato","3","Fantasy e Avventura;Fantascienza;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","No","21 - 26 Euro","7","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","5/6","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi sembra di leggere più velocemente","No","","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Dipende dal libro","quando vidi il primo video ricordo fossi in blocco da quasi un anno e in qualche modo mi sono sentita spronata a tornare a leggere. Con il tempo,  attraverso quei video o anche le live di lettura, ho capito che il leggere lentamente e poco non è assolutamente sbagliato e che non interessa a nessuno sei accettato lo stesso. ","In completo silenzio","Meg la biblioteca di Daphne","4","5","4","Dipende dal libro","Si","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 7:36:23 PM CET","F","19-25","Sud e Isole","Diploma","Studente","5","Classici;Romanzo storico;Realismo magico","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","24","Li prendo in biblioteca o MLOL","19","Nelle librerie fisiche","1 o 2 ore","Instagram","No","Si","Youtube;Instagram;Telegram","Si","Gruppo telegram😅❤","No","","","","","","","","","","","Il contesto è indifferente","_tokyo_blues_ (su instagram)","5","3","2","No","No","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/17 7:36:28 PM CET","F","26-35","Nord","Diploma","Lavoratore","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","100","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","75","Su Amazon","Più di 10 ore","Instagram;Tiktok","Si","Si","Instagram;Tiktok","Si","Booktok","Si","3 o 4 ore","2022","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","Sul booktok nessuno ti giudica se leggi ","Il contesto è indifferente","Valentina Ghetti","5","5","4","Dipende dal libro","Si","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con amici conosciuti online","Ne discuti con amici conosciuti online","Si","",""
"2023/01/17 7:36:56 PM CET","F","36-45","Centro","Licenza di Scuola Media","Disoccupato","5","Classici;Fantascienza;Giallo e Thriller","Cartaceo;Ebook","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","20","Li scarico da siti online","80","Mi è indifferente","Più di 10 ore","Youtube;Instagram;Tiktok;Twitter","Si","Si","Instagram","Si","Bookstagram","No","","","","","","","","","","","Il contesto è indifferente","Arianna Bonardi","3","5","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online;Scegli un altro libro simile;Fai un video/post su qualche social","Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social","Si","",""
"2023/01/17 7:36:57 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","4","Fantasy e Avventura;Fantascienza;Romanzo rosa e Chick-lit","Cartaceo","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","20","Nessuno di questi","50","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","No","","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Si","","In completo silenzio","","4","4","5","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Ne discuti con i tuoi amici e li convinci a non leggerlo","Si","",""
"2023/01/17 7:37:32 PM CET","F","19-25","Sud e Isole","Diploma","Studente","3","Fantasy e Avventura;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Usati","Si","13 - 15 Euro","15","Li scarico da siti online;Leggo su wattpad (e simili)","10","Nelle librerie fisiche","meno di un'ora","Instagram","No","No","","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi aiutano a leggere","Utilizzo segnalibri","Si","","In completo silenzio","","4","4","4","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici","No","Leggi o guardi video di recensione online","Ne discuti con amici conosciuti online","No","",""
"2023/01/17 7:37:48 PM CET","F","19-25","Nord","Diploma","Studente","2","Classici;Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","4","Indifferente","Si","16 - 20 Euro","20","Leggo su wattpad (e simili)","10","Mi è indifferente","meno di un'ora","Youtube;Instagram;Tiktok","No","Si","Youtube;Tiktok","No","","Si","tra l'1 o le 2 ore","2022","Non sono cambiate, leggo quanto prima","No","","No","","","","","In completo silenzio","","3","1","3","No","Si","Consigli di amici;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Scegli un altro libro","Si","",""
"2023/01/17 7:37:53 PM CET","F","più di 46","Centro","Diploma","Lavoratore","5","Classici;Giallo e Thriller;Romanzi non di genere ","Cartaceo","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","70","Nessuno di questi","50","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Twitter;Facebook","No","No","","No","","Si","meno di un'ora","2020","Non sono cambiate, leggo quanto prima","No","","No","","Sottolineo a matita ","Dipende dal libro","Alcune book influencer (come te) sono davvero molto brave, e lo dico da libraia ","In completo silenzio","Tu ","4","1","0","No","Si","Leggo trame di libri finché non trovo quello che fa per me","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Leggi o guardi video di recensione online per conoscere altri punti di vista","No","",""
"2023/01/17 7:38:06 PM CET","F","19-25","Nord","Diploma","Studente","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","Si","13 - 15 Euro","30 ","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","30","Su Amazon","dalle 3 alle 6 ore","Instagram;Tiktok","Si","No","Tiktok","Si","Booktok","Si","3 o 4 ore","2020 ","Non sono cambiate, leggo quanto prima","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo;Mi sembra di leggere più velocemente","Sì","Mi aiutano a leggere","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Si","","Il contesto è indifferente","Labibliotecadidaphne e Valentina ghetti ","5","3","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Scegli un altro libro simile;Fai un video/post su qualche social","Scegli un altro libro","Si","",""
"2023/01/17 7:38:33 PM CET","F","19-25","Nord","Diploma","Studente","5","Classici;Fantasy e Avventura;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","20","Li prendo in biblioteca o MLOL;Li scarico da siti online;Leggo su wattpad (e simili)","30","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Tiktok","Si","Booktok","Si","3 o 4 ore","2020","Non sono cambiate, leggo quanto prima","Si","Mi aiutano a leggere","Sì","Mi aiutano a leggere","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Si","Conoscere molti libri di cui altrimenti non avrei mai saputo l’esistenza","In completo silenzio","La biblioteca di Daphne","5","3","4","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/17 7:39:07 PM CET","F","19-25","Sud e Isole","Laurea e post laurea","Studente","4","Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","Se il libro mi interessa non importa il prezzo","2","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online;Leggo su wattpad (e simili)","15","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok;Facebook","No","Si","Instagram;Tiktok","No","","Si","tra l'1 o le 2 ore","2022","Non sono cambiate, leggo quanto prima","No","","No","","","No","Volevo capire se leggere alcuni libri della mia lista valesse la pena","In completo silenzio","","5","2","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me","No","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 7:39:33 PM CET","F","19-25","Sud e Isole","Diploma","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","40","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","100","Su Amazon","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok;Twitter","Si","No","Youtube;Instagram;Tiktok","Si","Booktok;Bookstagram;Booktube","Si","3 o 4 ore","2021","Non sono cambiate, leggo quanto prima","Si","Mi aiutano a leggere","Sì","Mi aiutano a leggere","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Dipende dal libro","","Il contesto è indifferente","ervea.booksaddicted","3","3","0","Dipende dal libro","Si","Consigli di amici;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Fai un video/post su qualche social;Vendo / scambio il libro","Si","",""
"2023/01/17 7:39:49 PM CET","F","36-45","Nord","Laurea e post laurea","Lavoratore","5","Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","10 - 12 Euro","26","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL;Li scarico da siti online","100","Nelle librerie digitali (feltrinelli, libraccio, mondadori ecc.)","dalle 3 alle 6 ore","Instagram;Facebook","No","Si","Instagram;Facebook","No","","Si","","2023","Non sono cambiate, leggo quanto prima","No","","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo;Mi sembra di leggere più velocemente","Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Dipende dal libro","","Con musica di sottofondo","Una pagina ancora","2","3","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","Si","Scegli un altro libro simile","Vendo / scambio il libro;","Si","",""
