"Informazioni cronologiche","In che genere ti identifichi:","Età","Luogo di residenza","Titolo di studio","Occupazione","Ti ritieni un lettore","Qual è il genere che preferisci leggere (puoi selezionare più di una risposta)","Con quale supporto preferisci leggere (Seleziona tutti quelli che usi)","Se ti viene regalato un libri sei... (esempio a Natale, compleanno ecc.)","Preferisci compare libri","Il prezzo di un libro ti frena dal comprarlo?","Qual è il prezzo massimo che sei disposto a spendere per un libro","Quanti libri compri in media in un anno tra usati e nuovi (Scrivere il numero intero: esempio 25)","Oltre a comprare libri, quali altri mezzi utilizzi (puoi selezionare più di una risposta)","Quanti libri leggi in media in un anno (Scrivere il numero intero: Esempio: 25)","Preferisci compare libri","Mediamente, a settimana, quanto tempo passi a leggere","Hai un account attivo su quale di questi social? (cioè: Entri dentro l'app giornalmente o quasi) (puoi selezionare più di una risposta)","Usi uno di questi account per parlare di libri? (sei un bookinfluencer)","Usi uno di questi account solo per cercare consigli sui libri? (non sei un bookinfluencer)","Se hai risposto sì, ad almeno una delle due, specifica quali","Ti ritieni parte di una comunità librosa online? (BookTube, Bookstagram, BookTok)","Specifica quale (anche più di una)","Conosci #Booktok?","Quanto tempo passi giornalmente su tiktok","Quando hai conosciuto #booktok?  (scrivi solo l'anno --> yyyy)","Quanto sono cambiate le tue abitudini di lettura da quando sei entrato nel BookTok?","Hai mai partecipato a una live di lettura? ","Cosa ti piace di queste live?","Hai mai partecipato a un GDL (gruppo di lettura)","Cosa ti piace di questi GDL?","Durante la lettura di un libro ","Ascolti volentieri recensioni parlate di 1 minuto o più?","Cosa ti ha convinto a rimanere la prima volta che hai conosciuto BookTok? (Risposta facoltativa, ma sono molto curiosa)","Preferisci leggere","Qual è il tuo bookinfluencer preferito?","Da 1 a 5 con quanta frequenza ti capitano nei ""per te"" o nel ""feed"" video o post del BookTok, BookTube o Bookstagram","Da 1 a 5 quanto pensi che il BookTok, Bookstagram, BookTube abbia influito sul tuo approccio alla lettura?","Prima di comprare un libro quanto ti basi sui pareri del BookTok, Booktube e Bookstagram","Compri libri che hanno sulla copertina scritto ""fenomeno di BookTok"" o ""romanzo di wattpad""","Compri e leggi un libro anche se è stato definito ""brutto"" da un bookinfluencer che segui e stimi?","Come scegli i libri da comprare, puoi selezionare più di una risposta","Leggi libri perché in quel momento vanno di moda?","Dopo aver finito un libro che ti è piaciuto molto cosa fai? Puoi mettere più di una risposta","Dopo aver finito un libro che non ti è piaciuto molto cosa fai? Può selezionare più di una risposta","Considera gli ultimi dodici mesi. Ti è capitato di comprare dei libri suggeriti da BookTok, BookTube o Bookstagram?","",""
"2023/01/17 5:43:33 PM CET","F","19-25","Sud e Isole","Diploma","Studente","5","Classici;Fantasy e Avventura;Young Adult e New Adult","Cartaceo;Ebook","4","Nuovi","Si","16 - 20 Euro","20","Li scarico da siti online;Leggo su wattpad (e simili)","50","Nelle librerie fisiche","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok;Twitter;Facebook","Si","Si","Twitter","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi sembra di leggere più velocemente","No","","Utilizzo dei post-it per segnare delle frasi","Si","","Il contesto è indifferente","","3","3","2","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 5:43:59 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","4","Fantasy e Avventura;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Nuovi","Si","16 - 20 Euro","20","Li scarico da siti online;Leggo su wattpad (e simili)","40","Nelle librerie fisiche","dalle 3 alle 6 ore","Youtube;Instagram","No","No","","Si","Bookstagram","No","","","","","","","","","","","In completo silenzio","","3","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 5:44:20 PM CET","F","19-25","Sud e Isole","Laurea e post laurea","Studente","3","Fantasy e Avventura;Romanzo rosa e Chick-lit","Cartaceo","5","Nuovi","Si","Se il libro mi interessa non importa il prezzo","5","Li prendo in biblioteca o MLOL;Li scarico da siti online","5","Nelle librerie fisiche","1 o 2 ore","Instagram;Tiktok;Facebook;Pinterest","No","No","","No","","No","","","","","","","","","","","In completo silenzio","","1","1","0","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Scegli un altro libro","No","",""
"2023/01/17 5:44:27 PM CET","F","19-25","Centro","Diploma","Studente","1","Romanzo rosa e Chick-lit","Cartaceo","1","Nuovi","Si","10 - 12 Euro","1","Leggo su wattpad (e simili)","1","Su Amazon","dalle 3 alle 6 ore","Instagram","No","No","","No","","No","","","","","","","","","","","In completo silenzio","","1","1","0","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","Si","Leggi o guardi video di recensione online","Vendo / scambio il libro","No","",""
"2023/01/17 5:45:04 PM CET","M","14-18","Centro","Diploma","Studente","4","Classici;Fantasy e Avventura;Fantascienza;Young Adult e New Adult","Cartaceo;Ebook","4","Nuovi","Si","16 - 20 Euro","30","Nessuno di questi","40","Nelle librerie fisiche","dalle 3 alle 6 ore","Youtube;Instagram;Twitter","No","Si","Instagram","Si","Bookstagram","No","","","","","","","","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Faccio le orecchiette alle pagine","Si","","In completo silenzio","","3","3","3","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me","Si","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 5:45:18 PM CET","F","19-25","Sud e Isole","Diploma","Studente","3","Fantascienza;Giallo e Thriller;Romanzo rosa e Chick-lit","Cartaceo","4","Nuovi","Si","16 - 20 Euro","10","Nessuno di questi","7","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram","No","","No","","","","","","","","","","","In completo silenzio","","3","4","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 5:45:54 PM CET","F","26-35","Nord","Diploma","Lavoratore","4","Fantasy e Avventura;Fantascienza;Giallo e Thriller","Cartaceo","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","60","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","50","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok","Si","No","Instagram;Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Non mi piacciono, ma volevo provare l'esperienza ","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Si","Era la prima volta che vedevo persone fare contenuti sui libri, e ho pensato ""questo è il mio mondo""","Il contesto è indifferente","sonosololibri","5","3","0","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","Si","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social","Si","",""
"2023/01/17 5:46:00 PM CET","F","19-25","Sud e Isole","Diploma","Studente","4","Classici;Fantascienza;Romanzo rosa e Chick-lit;Young Adult e New Adult","Ebook","4","Indifferente","No","Se il libro mi interessa non importa il prezzo","20","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online;Leggo su wattpad (e simili)","30","Su Amazon","Più di 10 ore","Youtube;Instagram","No","Si","","Si","Bookstagram;Booktube","No","","","","","","","","","","","In completo silenzio","Ilenia Zodiaco","4","4","3","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Vendo / scambio il libro","Si","",""
"2023/01/17 5:46:09 PM CET","F","19-25","Sud e Isole","Licenza di Scuola Media","Lavoratore","3","Fantasy e Avventura;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","10","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","20","Su Amazon","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok;Facebook","No","No","","No","","Si","più di 4 ore","2020","Non sono cambiate, leggo quanto prima","No","","Entro ma alla fine non leggo il libro","","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Si","I tuoi video XD 
Ne ho visto uno e poi li ho visti tutti (o quasi), da allora TikTok mi mandava video di altri booktoker...","Il contesto è indifferente","Tu ","4","4","2","Dipende dal libro","Si","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 5:46:51 PM CET","F","36-45","Centro","Laurea e post laurea","Disoccupato","5","Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","40","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","150","Su Amazon","Più di 10 ore","Instagram","Si","Si","Instagram","Si","Bookstagram","No","","","","","","","","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","","Il contesto è indifferente","","5","3","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici","No","Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/17 5:48:19 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","3","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","15","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL;Leggo su wattpad (e simili)","10","Su Amazon","dalle 7 alle 10 ore","Instagram;Tiktok","No","Si","Tiktok","Si","Booktok;Bookstagram","Si","più di 4 ore","2020","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Faccio le orecchiette alle pagine;Utilizzo segnalibri","No","","Il contesto è indifferente","","4","1","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me","No","Fai un video/post su qualche social;","Vendo / scambio il libro;","Si","",""
"2023/01/17 5:48:25 PM CET","F","26-35","Nord","Diploma","Disoccupato","5","Fantasy e Avventura;Giallo e Thriller;Young Adult e New Adult","Cartaceo","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","100","Nessuno di questi","55","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram","Si","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","meno di un'ora","2022","Leggevo anche prima ma adesso leggo molto di più","No","","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","","Il contesto è indifferente","","4","5","4","No","Si","Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile;Fai un video/post su qualche social","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 5:48:45 PM CET","F","19-25","Centro","Diploma","Studente","4","Classici;Saggi e divulgazione scientifica","Cartaceo","5","Nuovi","Si","21 - 26 Euro","30","Li prendo in biblioteca o MLOL","10","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Facebook","No","No","","No","","No","","","","No","","No","","Scrivo sul libro le mie impressioni","","","Il contesto è indifferente","","3","1","1","No","Si","Leggo trame di libri finché non trovo quello che fa per me","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Scegli un altro libro","No","",""
"2023/01/17 5:49:46 PM CET","F","19-25","Sud e Isole","Diploma","Studente","4","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","13 - 15 Euro","Pochi","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL;Leggo su wattpad (e simili)","5/10","Nelle librerie fisiche","meno di un'ora","Instagram;Facebook","No","Si","Instagram","No","","Si","meno di un'ora","","Non sono cambiate, leggo quanto prima","No","","Entro ma alla fine non leggo il libro","","Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","","3","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Leggi o guardi video di recensione online;Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 5:49:49 PM CET","F","26-35","Sud e Isole","Laurea e post laurea","Studente","1","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","3","Nuovi","Si","13 - 15 Euro","2","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL;Li scarico da siti online","1","Nelle librerie digitali (feltrinelli, libraccio, mondadori ecc.)","meno di un'ora","Instagram;Facebook","No","No","","No","","No","","","","No","","No","","","Dipende dal libro","","In completo silenzio","","1","1","0","Dipende dal libro","Si","Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro","No","",""
"2023/01/17 5:50:25 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Classici;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","30","Leggo su wattpad (e simili)","18","Mi è indifferente","1 o 2 ore","Instagram","No","Si","Instagram","Si","Bookstagram;Booktube","No","meno di un'ora","2022","Non sono cambiate, leggo quanto prima","No","","Entro ma alla fine non leggo il libro","","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","No","C erano dei libri che avevo letto anche io","Con musica di sottofondo","","3","1","1","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","No","Riscrivo le parti xhe mi sono piaciute di più su un quadernino","Vendo / scambio il libro","Si","",""
"2023/01/17 5:52:34 PM CET","M","26-35","Sud e Isole","Laurea e post laurea","Lavoratore","3","Fantasy e Avventura;Fantascienza;Young Adult e New Adult;Saggi e divulgazione scientifica","Cartaceo","4","Nuovi","Si","16 - 20 Euro","30","Nessuno di questi","20","Su Amazon","dalle 3 alle 6 ore","Youtube;Instagram;Twitter","No","Si","Instagram","Si","Bookstagram","Si","meno di un'ora","2021","Non sono cambiate, leggo quanto prima","No","","Sì","Mi fa sentire parte di un gruppo","Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","No","","Il contesto è indifferente","Leggoromance","4","4","3","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Mi faccio ispirare dalla copertina","Si","Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Vendo / scambio il libro","Si","",""
"2023/01/17 5:53:20 PM CET","F","19-25","Nord","Diploma","Studente","4","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","30","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","60","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok","No","Si","Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Entro ma alla fine non leggo il libro","","Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Dipende dal libro","In realtà niente mi ha convinto a rimanere. Mi ci sono trovata dentro senza accorgermene ed è stato bellissimo guardare indietro e realizzare di essere entrata in questo mondo non rendendomene neanche conto.","Con musica di sottofondo","Labibliotecadidaphne","5","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 5:54:49 PM CET","F","36-45","Nord","Diploma","Lavoratore","5","Classici;Fantasy e Avventura;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","4","Usati","No","Se il libro mi interessa non importa il prezzo","20","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited)","20","Su Amazon","Più di 10 ore","Youtube;Instagram","No","Si","Instagram","No","","No","","","Non sono cambiate, leggo quanto prima","No","","Sì","Mi fa sentire parte di un gruppo","Faccio le orecchiette alle pagine","Dipende dal libro","","Il contesto è indifferente","Nessuno in particolare.","2","1","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile;Lo rileggo!","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 5:55:13 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","4","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Audiolibro","5","Nuovi","Si","16 - 20 Euro","30","Leggo in audiolibro;Leggo su wattpad (e simili)","50","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Si","Perché amavo i libri e trovare qualcun'altro con la mia stessa passione mi ha entusiasmato. ","In completo silenzio","labibliotecadidaphne ","4","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","Si","Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 5:56:25 PM CET","F","14-18","Sud e Isole","Licenza di Scuola Media","Studente","5","Classici;Fantasy e Avventura;Giallo e Thriller;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Nuovi","No","16 - 20 Euro","20","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","30","Nelle librerie fisiche","1 o 2 ore","Instagram","No","Si","Instagram","Si","Bookstagram","Si","meno di un'ora","2020","Non sono cambiate, leggo quanto prima","Si","Mi fa sentire parte di un gruppo","No","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","","Il contesto è indifferente","","5","2","0","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
